Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota,Geocoding_Status
Alfamart Gurame,convenience,,-6.247027699999999,106.9846506,Jalan Siput Raya,Bekasi,success
Lazatti Gabus Raya,fast_food,,-6.2468304,106.9848867,Jalan Siput Raya,Bekasi,success
Warkop 1899,cafe,,-6.2466464,106.98460289999998,Jalan Gurame 1,Bekasi,success
Bilqis,convenience,,-6.246689099999999,106.9845814,Jalan Gurame 1,Bekasi,success
Savory Heights at Punto,bar,,-6.234143899999999,106.9735646,Jalan Pemuda Raya,Bekasi,skip
Jajanan Haneut,fast_food,coffee_shop;friture,-6.5093476,107.4202976,Jalan Industri,Purwakarta,success
Grand Arsyilla,hotel,,-6.238078999999999,106.995109,Jalan Kemakmuran,Bekasi,success
WAKABI STORE,supermarket,,-6.2814423,106.9114278,Jalan Masjid 2,Bekasi,skip
Alfamart Makrik Baru,convenience,,-6.288089699999999,107.0008885,Jalan Makrik,Bekasi,success
AW Karang Satria,restaurant,,-6.2192183,107.03374859999998,Jalan Karang Satria,Karangsatria,success
AEON,supermarket,,-6.3505811,107.1938056,,Pasirtanjung,success
Ramen Ya!,restaurant,ramen,-6.345971200000001,107.165253,Jalan Mataram,Jayamukti,success
Sweet Munjuljaya,cafe,coffee_shop,-6.5463234,107.44825989999998,Jalan Ipik Gandamanah,Purwakarta,success
QUBE HOTEL by 98hospitality,hotel,,-6.1693391,106.9071598,Jalan Gading Elok Timur VIII,Jakarta Utara,skip
RM. Gading Jaya,restaurant,indonesian,-6.1702127,106.9088911,Jalan Giring Giring,Jakarta Utara,skip
Hisana Fried Chicken,fast_food,chicken,-6.1701974,106.9088727,Jalan Giring Giring,Jakarta Utara,skip
Chiz n Co,restaurant,,-6.2431947,107.1600346,Jalan Ki Hajar Dewantara,Karangasih,success
Sai Ramen,restaurant,ramen,-6.1599691,106.99793139999998,Jalan Prapatan Kampung,Kebalen,success
Excelso,cafe,coffee_shop,-6.1598101000000005,106.9979352,Jalan Prapatan Kampung,Kebalen,success
SS Premium,restaurant,steak_house,-6.1596779,106.99793909999998,Jalan Piano 7,Kebalen,success
Simetri,cafe,coffee_shop,-6.158700699999999,106.9979766,Jalan Piano 7,Kebalen,success
Bebek Bali,restaurant,indonesian,-6.3313819,107.1391493,Jalan Menteng Raya,Sukaresmi,success
Bali Terrace,restaurant,indonesian,-6.3316564,107.13921899999998,Jalan Menteng Raya,Sukaresmi,success
Fuji Sushi,restaurant,sushi,-6.3310779,107.1461056,Jalan Mohammad Husni Thamrin,Sukaresmi,success
Gahyo,restaurant,korean,-6.3310326,107.1463296,Jalan Mohammad Husni Thamrin,Sukaresmi,success
Fishman,restaurant,japanese,-6.331913699999999,107.1397434,Jalan Menteng Raya,Sukaresmi,success
Daily Foodhall,supermarket,,-6.3316644,107.1397005,Jalan Menteng Raya,Sukaresmi,success
Canton,restaurant,chinese,-6.331765699999999,107.1398185,Jalan Menteng Raya,Sukaresmi,success
Old Town White Coffee,cafe,,-6.332160299999999,107.1397729,Jalan Menteng Raya,Sukaresmi,success
MKT Safehouse,apartment,,-6.3370613,107.1667058,Jalan Jenderal Sudirman,Jayamukti,success
BVLY Safehouse,apartment,,-6.3356307,107.1495247,Jalan Palem Kenari 1,Cibatu,success
Alfa Express Terminal Pulo Gebang,convenience,,-6.2111793,106.9522295,Jalan Sentra Primer Timur,Jakarta Timur,success
Indomaret Point Terminal Pulo Gebang,convenience,,-6.2115226,106.9524471,Jalan Sentra Primer Timur,Jakarta Timur,success
Alfamart Terminal Pulo Gebang,convenience,,-6.2113996,106.952483,Jalan Pangeran Komarudin,Jakarta Timur,success
Auntie Anne's,fast_food,pretzel,-6.3564566,107.2431026,The Grand Outlet - East Jakarta,Karawang,success
Richeese Factory,fast_food,chicken,-6.356254299999999,107.2421913,The Grand Outlet - East Jakarta,Karawang,success
Foodmax,supermarket,,-6.357605,107.2430372,The Grand Outlet - East Jakarta,Karawang,success
Imperial Kitchen,restaurant,chinese,-6.357109099999998,107.2429469,The Grand Outlet - East Jakarta,Karawang,success
Bakso Afung,restaurant,noodle,-6.3569561,107.24346719999998,The Grand Outlet - East Jakarta,Karawang,success
Malaya Kopitiam,cafe,coffee_shop,-6.3568224,107.24357159999998,The Grand Outlet - East Jakarta,Karawang,success
Raffel's,fast_food,sandwich,-6.356817099999998,107.2433982,The Grand Outlet - East Jakarta,Karawang,success
Burger Bangor kondangjaya karawang,fast_food,burger;fries,-6.3357539,107.342816,Jalan Citra Kebun Mas,Karawang,success
Tuah Saiyo,restaurant,,-6.296352499999999,106.9212096,Jalan Hankam Raya,Bekasi,success
Cafe Tutur,cafe,coffee_shop;indonesian;western,-6.261358199999999,106.99547959999998,Jl. Raya Siliwangi No. 15,Bekasi,skip
Nasi Goreng Mas Gendut,restaurant,,-6.295377799999999,106.9958826,Jalan Caringin,Bekasi,success
Tahu Susu Antapani,fast_food,,-6.4663043,107.44497959999998,Jalan Tol Cikampek–Purwakarta–Padalarang,Purwakarta,success
Mang Kabayan,restaurant,sunda,-6.3218035,107.3247514,Jalan Surotokunto,Karawang,success
RM Restu Bundo,restaurant,,-6.2552824,107.0041669,Jalan Mayor Madmuin Hasibuan,Bekasi,success
M Fahreza Maulidi Sembako,convenience,,-6.249093,107.013756,Jalan Insinyur Haji Juanda,Bekasi,success
Warteg Pipit,restaurant,,-6.2523294,107.0119238,Jalan Cut Mutia,Bekasi,success
Warteg Mba Dewi,restaurant,,-6.2491732,107.0138832,Jalan Insinyur Haji Juanda,Bekasi,success
Hotel Sentosa,hotel,,-6.254326899999999,107.0065701,Jalan Melati,Bekasi,success
Saat Seduh Coffee,cafe,,-6.236715799999998,107.00083999999998,Jalan Perjuangan,Bekasi,success
Warung Teduh,cafe,,-6.273518499999999,107.00880999999998,Jalan Narogong Asri,Bekasi,success
RM Padang Duo Putra,restaurant,,-6.298348299999999,107.00042829999998,Jalan Mandor Demong,Bekasi,success
Bayt Al Fursan,guest_house,,-6.297330599999999,107.0006177,Jalan Haji Udin,Bekasi,success
RM Padang Putri Minang,restaurant,,-6.251732799999998,106.9906388,Jalan Ahmad Yani,Bekasi,success
Alfamart Ruko Permata,convenience,,-6.251485199999999,106.9909549,Jalan Ahmad Yani,Bekasi,success
RM Padang Jaso Mandeh,restaurant,,-6.2967938,107.0003204,Jalan Haji Udin,Bekasi,success
Warung Bubur Sari Rasa,fast_food,,-6.5264112,107.41542,Jalan Lurah Kawi,Purwakarta,success
Wingstop - Summarecon Villaggio Outlets,fast_food,wings,-6.324605499999999,107.3408208,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Haagen Dazs Villagio Outlet,ice_cream,,-6.324384399999999,107.3406795,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
A Fung - Villagio Outlets,restaurant,,-6.324697899999999,107.340776,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
HopHop Signature Summarecon Villaggio Outlet,restaurant,,-6.3243178,107.3406713,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Food Temptation at Summarecon Villaggio Outlets,restaurant,,-6.3244382,107.34069599999998,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
MM Juice Summarecon Villagio Karawang,restaurant,,-6.3244956,107.3407784,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
"Hong Tang Healthy Dessert Villaggio, Karawang",restaurant,dessert,-6.324648799999999,107.3408043,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Chatime - Summarecon Villaggio Outlet,cafe,bubble_tea,-6.3240839,107.3405489,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Dcrepes,restaurant,,-6.324065,107.3405886,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Dynamic - Summarecon Villaggio Outlets,restaurant,,-6.3241142,107.3404952,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Letsgo Gelato Summarecon Villaggio Outlet,ice_cream,,-6.324131,107.3404438,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Starbucks - Summarecon Villaggio Outlets,cafe,coffee_shop,-6.323492099999999,107.3384987,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
Kopi Janji Jiwa & Jiwa Toast Summarecon Emerald Karawang,restaurant,,-6.3225517,107.3381186,JL. Bulevar Summarecon Emerald Karawang,Karawang,success
WARUNG ANTE YOUNIE,supermarket,,-6.2017539,107.0849043,Blok P,Muktiwari,success
Kopi Kedubes,cafe,,-6.2717977,106.9720956,Jalan Boulevard Raya Barat,Bekasi,success
Warung Babeh Center,cafe,asian,-6.4580237,106.9781456,Jl. Raya Klapanunggal,Bogor,success
Sate Solo Pak Kirno 2,restaurant,,-6.2955891,106.9998087,Jalan Caringin,Bekasi,success
Kampung Kecil Karawang,restaurant,,-6.2990538,107.2907532,Jl. Kota Kertabumi,Karawang,success
Mie Gacoan,restaurant,noodle,-6.310431799999999,107.3153415,Jalan Tujuh Pahlawan Revolusi,Karawang,success
Family 10000,restaurant,,-6.288136799999999,107.0010071,Jalan Makrik,Bekasi,success
Nasi Uduk Matama,restaurant,regional;breakfast;friture,-6.366136199999999,106.9285496,Jalan Bakti Warga,Bekasi,skip
"Es Pisang Ijo Paling Enak, Rawalumbu",restaurant,dessert;asian;tea;indonesian;breakfast;cake;ice_cream;oriental;diner,-6.285835399999999,106.9998303,Jalan Lumbu Timur 1,Kota Bekasi,skip
Ayam Geprek Bu Mul,restaurant,chicken,-6.1957138,106.9039343,Gang Remaja III,Jakarta Timur,success
Mie Ayam Jawir,restaurant,,-6.2680306,107.02057410000002,Jalan Raya Jatimulya,,success
Richeese Factory Gramedia Karawang,fast_food,chicken,-6.3262102,107.29159009999998,Jalan Raya Galuhmas,Karawang,success
Treepark Serviced Apartments,hotel,,-6.344241539914568,107.28570399141424,Jalan Pasarjati,Karawang,success
Puri KIIC,hotel,,-6.346871383984468,107.28091509872245,Jalan Pasarjati,Karawang,success
Pizza Hut Kalimalang,fast_food,,-6.246497713610732,106.90854673965154,Gang Bocor,Jakarta Timur,success
McDonald Kalimalang,fast_food,burger,-6.246454727712116,106.90835801454064,Gang Bocor,Jakarta Timur,success
Burger n Grill Kalimalang,fast_food,,-6.2486337774849545,106.935404413146,Jalan Raya Pondok Kelapa,Jakarta Timur,success
Waroeng Steak and Shake,restaurant,,-6.249103935336796,106.94104753076164,Jalan Laksamana Malahayati,Jakarta Timur,success
Ayam Bakar Mas Mono,restaurant,,-6.2468833829998855,106.90904174253184,Jalan Laksamana Malahayati,Jakarta Timur,success
Giant Ekspress,supermarket,,-6.247541554789388,106.92679784976684,Jalan Kelapa Sawit Raya,DKI Jakarta,success
Hotel Horison Bekasi,hotel,,-6.2488204352380015,106.98977870905765,Jalan K.H. Noer Ali,Bekasi,skip
Farmers Family,supermarket,,-6.226132649999999,106.94326129999996,Jalan Raya Pondok Kopi,DKI Jakarta,success
Living Plaza Bekasi,supermarket,,-6.250377247749907,106.99110575051304,Jalan Ahmad Yani,Bekasi,success
Fresh Market,supermarket,,-6.2268476686103655,106.92281481729464,Jalan Radin Inten,DKI Jakarta,success
pasar impers,convenience,,-6.175796130357489,106.90693483541986,Jalan Bangun Cipta Sarana,Jakarta Utara,success
Elista Group,hotel,,-6.108578532118529,106.9171512085355,Jalan Raya Cilincing Koja,Jakarta Utara,success
Cipondoh,hotel,,-6.114187749165856,106.91744907219925,Jalan Lorong II C,Jakarta Utara,success
Naga Swalayan,supermarket,,-6.24856255,106.90764709999996,Jalan Jati Waringin,DKI Jakarta,success
HOTEL RENSA,hotel,,-6.221582872799721,106.90825825389004,Jalan Pengadilan,Jakarta Timur,success
Rumah Susun Sewa,guest_house,,-6.241561987140938,106.91044065731458,Jalan Haji Dogol,Jakarta Timur,success
Tiptop Pondokgede,supermarket,,-6.285560579550925,106.91803737133222,Jalan Jati Makmur,Bekasi,skip
Indomaret Lubang Buaya,convenience,,-6.2948238689942,106.90430926743193,Jalan Lubang Buaya Raya,Jakarta Timur,skip
Mekar,restaurant,regional,-6.284650763167145,106.90835797972524,Jalan Pondok Gede,Jakarta Timur,success
fix me,restaurant,chinese,-6.284918692005896,106.90478800232736,Jalan Pondok Gede,Jakarta Timur,success
Pasar Kranji,convenience,,-6.226174110464083,106.97941120012688,Jalan Pemuda Raya,Bekasi,success
Bebek Kaleyo Jati asih,restaurant,indonesian,-6.292914764971471,106.95881967372276,Jalan Raya Jati Asih,Kota Bekasi,skip
Richeese Factory Jati Asih,fast_food,chicken,-6.2932448074568095,106.9598829816313,Jalan Raya Jati Asih,Bekasi,skip
Niceso,convenience,,-6.270510754636607,106.95062307940518,Jalan Al Hidayah I,Bekasi,success
Restoran Betawi,restaurant,,-6.293830290733187,106.9627802273672,Jalan Raya Jati Asih,Bekasi,success
Ruko,supermarket,,-6.290022397097131,106.96642926773563,Jalan Swatantra-Jatiasih,Bekasi,success
La Collina Restaurant,restaurant,,-6.360124700271514,107.26159267857824,Jalan Layang Sheikh Mohammed bin Zayed,Karawang,success
Alfa Maret,convenience,,-6.235832969943574,107.00725550263988,Jalan Kt Mangun Sarkoro,Bekasi,success
Alfa midi,convenience,,-6.23173938693232,107.00947688699554,Jalan KH. Agus Salim,Bekasi,success
GIANT,supermarket,,-6.232144200879064,107.02552942646771,Jalan Permata Permai I,Bekasi,success
SPBU 34-17129,fuel,,-6.242099867146277,107.01497938906728,Jalan H. Nonon Sonthanie,Bekasi,success
SPBU 34-17106,fuel,,-6.238025188439701,107.0009586273973,Jalan Ir. H. Juanda,Bekasi,skip
Lotte Grosir,supermarket,,-6.256252891895756,106.9929707749622,Jalan Ahmad Yani,Bekasi,success
SPBU 34-17127,fuel,,-6.2590382895806105,107.01458163485748,Jalan Inspeksi Kalimalang,Bekasi,skip
SPBU 34-41354,fuel,,-6.2856943431714525,107.30823075048662,Jalan Lingkar Tanjungpura,Karawang,skip
Aston Imperial,hotel,,-6.246256268786543,106.99204401313678,Jalan Ahmad Yani,Bekasi,success
Rumah Makan SSS,restaurant,indonesian,-6.100358943255916,106.96066771331552,Jalan Marunda Pulo,Jakarta Utara,success
Warung Makan Bu Mendung,restaurant,indonesian,-6.100886999999998,106.96063425,Jalan Marunda Pulo,Jakarta Utara,success
PPP/TPI Ciparagejaya,seafood,,-6.160137312463575,107.49075753652656,Jalan Desa Ciparagejaya,Karawang,success
Alfamart 1,convenience,,-6.297944618758014,106.98492103567466,Jalan Raya Narogong,Bekasi,success
Indomaret Pondok Timur Indah,convenience,,-6.285857811674733,107.01879351503908,Jalan Pondok Timur Indah,Bekasi,success
Alfamart Pondok Timur Indah,convenience,,-6.281942145933543,107.0214983824263,Jalan Pondok Timur Indah,Bekasi,success
Rumah Makan Ma Inol,restaurant,,-6.1839907000000025,107.46454029999998,Gang Haji Basor,Karawang,success
Rumah Makan Rohmat,restaurant,chicken,-6.182038200000001,107.46189445,Jalan Raya Cikuntul,Karawang,success
TPI Mekarjati,seafood,,-6.112207518564593,107.43344585960058,Jalan Telagasari Tempuran,Karawang,success
Hotel Merapi Merbabu,hotel,,-6.262080894643151,107.00101540801622,Jalan Kinan,Bekasi,success
mc donald,fast_food,american,-6.260736949578439,107.00115017248947,Jalan Cut Mutia,Bekasi,success
Kantin Aula Pinus Sentul Eco-Edu Tourism Forest,restaurant,,-6.570908838128952,106.91313108256136,Jalur Abah Donny,Bogor,success
Kantin Sosial,fast_food,,-6.229617242847625,106.92501877164722,Jalan Haji Nuar,Jakarta Timur,success
Sederhana,restaurant,indonesian,-6.177249512293487,106.95396448155785,Jalan Jakarta Garden City,Jakarta Timur,success
Hotel Sahid Jaya,hotel,,-6.330549066931523,107.13385884610489,Jalan Pajajaran,Sukaresmi,success
IEI Rest Room,cafe,,-6.327808713779133,107.11529400126582,Jalan Cisokan Raya,,success
Toko berkah snack,food_court,,-6.334239985252157,107.11597467227008,Jalan Cisokan Raya,,success
Kampoeng Rempah,restaurant,indonesian,-6.1615058,107.0086269,Jalan Prapatan Kampung,Kebalen,success
Paulina Kitchen,restaurant,indonesian,-6.384773949999999,106.90266564999996,Raffles Hills Blok E2/6,Depok,skip
A&W Harapan Indah,restaurant,,-6.1878316881255175,106.9758254419816,Jalan Harapan Indah Bulevar,Bekasi,success
Bakmi Golek,restaurant,noodle,-6.331219373208367,107.14492089868097,Jalan Mohammad Husni Thamrin,Sukaresmi,success
SUPERINDO,supermarket,,-6.1803491724155855,107.01252737631025,Jalan Kavling Taman Wisala,,success
Brambang.com,supermarket,,-6.334249480085752,107.10326702978928,Jalan Citanduy Raya,Ciantra,success
Hotel Santika Premiere Harapan Indah,hotel,,-6.184905214933221,106.97586433239064,Jalan Harapan Indah Bulevar,Kota Bekasi,skip
Courts Megastore Bekasi,supermarket,,-6.185732874122409,106.97420333424492,Jalan Harapan Indah Bulevar,Bekasi,success
Tip Top Supermarket Mustika Jaya,supermarket,,-6.280728949999999,107.03968100000002,Jalan Mustikajaya,Lambangsari,success
Warkop Bu Kete,cafe,indonesian,-6.364542950000001,107.11792229999998,gang samean,Bekasi,skip
Kripik Tempe Wonogiri,supermarket,,-6.246178300000001,107.11481580000002,Jalan Teratai 2,Telagamurni,success
Yokobana Fried Chicken,fast_food,,-6.245226961902167,107.10982791987584,Jalan Kirana Raya,Wanajaya,success
Gallery 31 (MJ SPORT/ B'DISTRO/GF3),cafe,,-6.245159168331009,107.1096221986782,Jalan Kirana Raya,Wanajaya,success
Toko Madina Kirana,convenience,,-6.245073109746751,107.10932917022136,Jalan Tulip Raya,Wanajaya,success
Warung Nasi Ibu Yati,restaurant,,-6.244529629728371,107.1160458648308,Jalan Permata 1,,success
Kyo Coffee,cafe,,-6.255196499749169,106.91002714965774,Jalan Wira Jasa,Jakarta Timur,success
Popeyes,fast_food,chicken,-6.252363522128311,106.90957799150182,Jalan Wira Bakti 1,Jakarta Timur,success
Mako Kiraja,cafe,,-6.244059947646149,107.10886923096297,Jalan Tulip 4,Wanajaya,success
Tip Top,supermarket,,-6.243231754270353,106.90148943273584,Jalan MKJ,DKI Jakarta,success
Indomaret Al-Baidho,convenience,,-6.293839249999999,106.90043395,Jalan Al Baidho I,Jakarta Timur,skip
Bakso Boom & Mie Ayam Dua Bersaudara,restaurant,,-6.218372409066358,106.93952247925256,Jalan Raya Pondok Kopi,Jakarta Timur,success
Indomaret Kramat Cipayung,convenience,,-6.316234825658063,106.9169817118659,Jalan Terusan Mabes Hankam,Jakarta Timur,skip
Indomaret Mabes Hankam,convenience,,-6.314212065438611,106.91129956783836,Jalan Raya Mabes Hankkam,Jakarta Timur,skip
Rindang Alam,restaurant,,-6.310861790159538,106.90003445585388,Jalan Mabes Hankam,Jakarta Timur,success
Healthy Choice,convenience,,-6.163454297923849,106.90314976507618,Jalan Bulevar Utara Kelapa Gading,Jakarta Utara,success
Lotte,supermarket,,-6.258275776555799,107.15987410773342,Jalan Gatot Subroto,Tanjungsari,success
Transmart Carrefour,supermarket,,-6.247578880684054,106.93175511860024,Jalan Ruyung,DKI Jakarta,success
Soto Sedaap Boyolali,restaurant,,-6.237388309664345,106.94313562372272,Jalan Haji Naman,Jakarta Timur,success
KN Food,restaurant,,-6.21957125,106.900042,Jalan Tanah 80 A,Jakarta Timur,success
Toko Material WD Putri,convenience,,-6.2142188013604285,107.28030845502856,Jalan Raya Pebayuran,Pebayuran,success
Toserba Yogya,supermarket,,-6.239416738356539,106.90033368162366,Jalan Pahlawan Revolusi,DKI Jakarta,skip
Dough&Creme,cafe,bakery,-6.174832714199085,106.91652103139016,Jalan Pelangi Ungu 6 C3T No.32,DKI Jakarta,skip
Ayam Bakar KQ5,restaurant,,-6.2428318,106.934222,Jalan Pondok Kelapa V A,Jakarta Timur,success
Cafe Wisma Betawi,cafe,,-6.122458937497346,106.93891187258124,Jalan Rawa Malang Rt.09/09,Jakarta Utara,skip
Mercure,hotel,,-6.329261902319312,107.2918842814325,Jalan Lingkar Selatan Karawang,Karawang,success
POP! Hotel Kelapa Gading - Jakarta,hotel,,-6.155880744619638,106.90913796155164,"Jl. Boulevard Kelapa Gading Blok M, Sentra Kelapa Gading, Klp. Gading Tim., Klp. Gading",North Jakarta,skip
Warung kopi,cafe,,-6.525505649999999,107.39044995000002,Jalan Cendana,Purwakarta,success
RM Sarimande Metropolitan,restaurant,,-6.37498285,106.91482655,Jalan Transyogi,Bekasi,success
Cafe Coffee Day,cafe,coffee_shop,-6.214191250000001,107.03667485,Jalan Perumahan Sevilla Mutiara Gading 2,Karangsatria,success
Myeong-ga Myeon-ok,restaurant,korean,-6.331126530816971,107.1457305874042,Jalan Mohammad Husni Thamrin,Sukaresmi,success
Hotel Ayola Cikarang,hotel,,-6.340895449999999,107.1539742,Jalan Sriwijaya,Cibatu,success
Bakso Dan Mie Ayam Raksasa,restaurant,,-6.257694531969349,107.02108515261364,Jalan Haji Mulyadi Joyomartono,Bekasi,success
Alfamart Jembatan 1,supermarket,,-6.273056393477462,107.00840322597666,Jalan Narogong Asri VII,Bekasi,success
RM Denai,restaurant,,-6.281437693902582,107.00677798079754,Jalan Narogong Sakti Raya,Bekasi,success
Ayam Galau Siliwangi,restaurant,chicken;regional;indonesian;Restoran;Rumah_Makan;Ayam_Bakar;Ayam_Penyet;Ayam_Grepek,-6.299619442768441,107.30494285761787,"Jl. Siliwangi Nagasari, Karawang Barat, Jawa Barat, Indonesia",Karawang,skip
Cibiuk Resto,restaurant,indonesian,-6.1583232498265845,106.9978892405068,Jalan Piano 6,Kebalen,success
Alfamart Raffles Hills,convenience,,-6.393885017449305,106.90018311373488,Jalan Tol Jakarta–Bogor–Ciawi,Depok,success
Samedja,cafe,sundanese,-6.23823225892883,106.99370937530055,Jalan Ahmad Yani,Bekasi,success
Alfa Mart,convenience,,-6.352280299999999,106.9381117,Jalan Wibawa Mukti II,Bekasi,success
Warkop Pertigaan Padang,coffee,,-6.352466425460001,106.93672755432314,Jalan Raya Mess AL,Bekasi,success
Rumah Makan Sefood,restaurant,,-6.351726199999999,106.93608654999996,Jalan Raya Mess AL,Bekasi,success
Ikan Bakar Cianjur,restaurant,regional,-6.160650273883424,106.97433808733244,Jalan Harapan Indah Bulevar,Pusakarakyat,success
GS Supermarket Jatibening,supermarket,,-6.267694293112915,106.94363522336396,Jalan Raya Jatibening,Bekasi,success
Ikhlas Mart,convenience,,-6.283265215152473,106.93815178340014,Jalan Duta Indah Raya,Bekasi,skip
Red Door Mahkota Tarumanegara,hotel,,-6.296577004966832,107.2920932233896,Flyover Tarumanagara,Karawang,success
Taman Mesjid Baiturohim,park,,-6.442696264959996,106.9114883621323,,Bogor,success
Prime Plaza Hotel Purwakarta,hotel,,-6.439374337604241,107.46314891974586,Kota Bukit Indah,Purwakarta,skip
Primebiz Karawang,hotel,,-6.42752001786326,107.42835907652226,Kota Bukit Indah,Karawang,skip
Starbucks Galuh Mas,cafe,coffee_shop,-6.326068249046875,107.29230256893052,Jalan Raya Galuhmas,Karawang,success
McDonald's Galuh Mas Karawang,fast_food,burger;chicken;ice_cream,-6.3292767,107.29611029999998,Jl. Arteri Galuh Mas,Karawang,skip
Almaz Fried Chicken Galuh Mas Karawang,restaurant,chicken,-6.3291667473124775,107.29591570828292,Jl. Arteri Galuh Mas,Karawang,skip
KFC Zamrud Bekasi,fast_food,chicken,-6.320917784684088,107.01644016491193,Jalan Raya Zamrud Selatan,Bekasi,skip
Indomaret Plus,convenience,,-6.278835370454219,107.0067324027267,Jalan Narogong Asri,Bekasi,success
Rusmin Jenggot,butcher,,-6.2920057127309725,106.99892061564134,Jalan Makrik,Bekasi,success
Warteg Gina,restaurant,,-6.293364090080363,106.99856527668368,Jalan Makrik,Bekasi,success
Gado Gado 69,restaurant,,-6.297637168552942,106.9926088939598,Jalan Prapatan,Bekasi,success
Warteg Barokah,restaurant,,-6.294952290703258,106.9970821619384,Jalan Caringin,Bekasi,success
Timbul Jaya,restaurant,,-6.262180710202759,106.99898794662016,Jalan Kinan,Bekasi,success
Batiqa Hotel & Apartment,hotel,,-6.373874494966255,107.32815710017732,Kawasan Industri Mitra Karawang,Karawang,success
Delonix Hotel,hotel,,-6.348969997620876,107.28563054693775,Jalan Tol Jakarta–Cikampek,Karawang,success
Pempek Gaby - Stasiun Bekasi,restaurant,,-6.237066860619541,106.99887831458852,Gang Haji Anom,Bekasi,success
Circle K - Veteran Bekasi,convenience,,-6.237862016005081,106.99987384420062,Jalan Veteran,Bekasi,success
Indomaret Bekasi TImur Regensi 5,convenience,,-6.334961673535976,107.01030689030031,Jalan Rajawali,Burangkeng,success
Alfamart Bekasi Timur Regensi 5,supermarket,,-6.335936449999999,107.0102756,Jalan Rajawali 4,Burangkeng,success
Omah Layana,restaurant,,-6.468748774664508,106.97396776899468,Jl. Raya Klapanunggal,Bogor,success
Kantin,food_court,,-6.2769656579742925,107.01022894452642,Jalan Horison Tower,Bekasi,success
Warung Tape Uli,food_court,,-6.3725730359952575,106.93981639407954,Jalan Sepakat 5,Bekasi,success
Warung Tekko,restaurant,indonesian,-6.247746577970064,106.95678327041178,McDonald's Drive-through,Bekasi,success
Sweet. Munjuljaya,cafe,coffee_shop;es_teh,-6.546298950000001,107.44827059999996,Jalan Ipik Gandamanah,Purwakarta,success
Lembah Nusa,guest_house,,-6.582149816078931,106.95637335129284,Jalan Parung Ponteng,Bogor,success
Hotel Omega,hotel,,-6.297481950170893,107.29807979408214,Jalan Banten,Karawang,success
Hotel SM,hotel,,-6.27332535,107.09687105000002,Jalan Raya Imam Bonjol,Gandasari,success
Warung Susu Jahe Mama Egi,cafe,milk_with_ginger,-6.3454133093986975,106.95679527096462,BMX / Dirt Jump Track,Bogor,success
Ibis Budget,hotel,,-6.34234307245934,107.11975729605368,Jalan Cifest Raya,,success
Warung Desi MTB Jonggol,restaurant,,-6.499439825857767,107.03379319974536,Jalan Citra Indah Utama,Bogor,success
Super Indo Padurenan,supermarket,,-6.319659955913865,107.0139116697332,Jalan Tiing,Bekasi,success
Dua Arah,cafe,,-6.465773797724187,106.90572682416465,Stasiun Nambo,Bogor,success
Taman Wisata Kuliner Stadion Patriot Chandrabaga,restaurant,,-6.236340098535858,106.99150145440956,Jalan Guntur 1,Bekasi,success
Bakso lapangan Tembak Senayan,restaurant,,-6.240017903627757,106.99346183167395,Jalan Rawa Tembaga III,Bekasi,success
Naga Swalayan Pondok Ungu,supermarket,,-6.196790004839079,106.97475593613598,Jalan Saluran Irigasi Gempol,Bekasi,success
Kopi Kenangan x Cerita Roti - Dapur Kitchen Bekasi,cafe,,-6.2359337499999965,107.00027315,Jalan Perjuangan,Bekasi,success
Warteg Putra Bahari 153 - Marga Mulya,restaurant,,-6.235671972272458,107.00016684160396,Jalan Perjuangan,Bekasi,success
RM. Garuda,restaurant,,-6.228366584049916,107.00185885441968,Jalan Bulevar Selatan,Bekasi,success
Warung Nasi Goreng Opang - Pasirsari,restaurant,,-6.31697360000001,107.1397428,Jalal Masjid Attaqwa,Sukaresmi,success
Gran Surya Hotel Cikarang,hotel,,-6.31257044806267,107.14010042562322,Jalan Raya Cibarusah,Pasirsari,success
Farmers Market,supermarket,,-6.2804389373510165,107.04682655886543,Celebration Boulevard,Lambangjaya,success
Mr. Jack,cafe,,-6.279178937046121,107.04637630420748,Festival Avenue,Lambangjaya,success
Cikarang Primebiz Hotel,hotel,,-6.316247596412896,107.13726546364272,Jalan Raya Cibarusah,Sukaresmi,success
Gobox Lippo Cikarang,supermarket,,-6.325609267055596,107.12466297393816,Jalan Mohammad Husni Thamrin,Sukaresmi,success
Hoka Hoka Bento,restaurant,,-6.325057037146188,107.12425303020588,Jalan Mohammad Husni Thamrin,Sukaresmi,success
Saribungo,restaurant,indonesian,-6.254128060099029,106.95208533180224,Caman,Bekasi,success
